TREAT,AGE,EDUC,BLACK,MARR,NODEGREE,RE74,RE75,U74,U75,EARNINGS
0,28,16,0,1,0,51920.6,48875.8,0,0,56153.6
0,38,13,0,1,0,50940.9,73403.2,0,0,25121.4
0,47,16,0,1,0,50940.9,53709.7,0,0,54675.9
0,42,17,0,0,0,50940.9,50129,0,0,48765
0,44,12,0,1,0,50940.9,44758.1,0,0,41376.3
0,37,17,0,1,0,50940.9,44758.1,0,0,50242.7
0,36,14,0,1,0,50940.9,42967.7,0,0,44331.8
0,33,17,0,1,0,50940.9,39387.1,0,0,46105.1
0,43,16,0,1,0,49961.3,50129,0,0,52969.1
0,43,17,0,1,0,49961.3,48338.7,0,0,51424.9
0,37,16,0,1,0,49961.3,41177.4,0,0,39898.6
0,55,16,0,1,0,48981.7,71612.9,0,0,35110.8
0,47,16,0,1,0,48981.7,62741.9,0,0,65020
0,34,16,0,1,0,48981.7,62661.3,0,0,54675.9
0,26,16,0,1,0,48981.7,53709.7,0,0,45809.5
0,45,12,0,1,0,48981.7,50487.1,0,0,46548.4
0,39,17,0,1,0,48981.7,50129,0,0,44331.8
0,48,16,0,1,0,48981.7,50129,0,0,48765
0,39,17,0,1,0,48981.7,48338.7,0,0,51720.4
0,41,13,0,1,0,48981.7,48338.7,0,0,38420.9
0,44,14,0,1,0,48981.7,48338.7,0,0,50242.7
0,37,17,0,1,0,48981.7,46548.4,0,0,49503.8
0,55,16,0,1,0,48981.7,46548.4,0,0,47878.3
0,55,16,0,1,0,48981.7,46548.4,0,0,47878.3
0,37,17,0,1,0,48981.7,44758.1,0,0,44331.8
0,44,17,0,1,0,48981.7,42967.7,0,0,39898.6
0,54,15,0,1,0,48981.7,35806.5,0,0,88663.6
0,54,15,0,1,0,48981.7,35806.5,0,0,88663.6
0,33,13,0,1,0,48981.7,32225.8,0,0,0
0,53,12,0,1,0,47649.4,47894.7,0,0,50242.7
0,49,17,0,1,0,47022.4,48338.7,0,0,44331.8
0,49,17,0,1,0,47022.4,48338.7,0,0,44331.8
0,49,17,0,1,0,47022.4,46548.4,0,0,42854.1
0,50,12,0,1,0,47022.4,44758.1,0,0,8866.36
0,52,17,0,1,0,46042.8,59080.6,0,0,70930.9
0,52,17,0,1,0,46042.8,59080.6,0,0,70930.9
0,34,13,0,1,0,45846.8,42072.6,0,0,41376.3
0,47,12,0,1,0,45063.1,62661.3,0,0,0
0,46,17,0,1,0,45063.1,57290.3,0,0,36943.2
0,40,12,0,1,0,45063.1,48338.7,0,0,44331.8
0,46,16,0,1,0,45063.1,46011.3,0,0,42854.1
0,37,15,0,1,0,45063.1,39387.1,0,0,45809.5
0,29,17,0,1,0,45063.1,35806.5,0,0,0
0,37,13,0,1,0,45063.1,35806.5,0,0,27337.9
0,42,12,0,1,0,44475.4,47232.3,0,0,70930.9
0,41,17,0,1,0,44083.5,43862.9,0,0,66497.7
0,51,12,0,1,0,44083.5,41177.4,0,0,48765
0,25,12,0,1,0,43691.6,30435.5,0,0,33987.7
0,33,17,0,1,0,43566.3,42967.7,0,0,40785.3
0,45,16,0,1,0,43103.9,48338.7,0,0,59109.1
0,43,17,0,1,0,43103.9,44758.1,0,0,41376.3
0,31,16,0,0,0,43103.9,44364.2,0,0,54675.9
0,33,17,0,1,0,43103.9,43236.3,0,0,40415.8
0,51,12,0,1,0,43103.9,41356.5,0,0,7388.63
0,38,12,0,1,0,43103.9,41177.4,0,0,36943.2
0,44,15,0,1,0,43103.9,39387.1,0,0,51232.8
0,40,16,0,1,0,43103.9,39387.1,0,0,45809.5
0,29,12,0,0,0,43103.9,37596.8,0,0,50242.7
0,32,12,0,1,0,43103.9,37596.8,0,0,38420.9
0,46,12,0,1,0,43103.9,35806.5,0,0,31032.3
0,37,12,0,0,0,43103.9,32225.8,0,0,32510
0,28,16,0,1,0,43103.9,32225.8,0,0,38420.9
0,34,16,0,1,0,43103.9,21304.8,0,0,20688.2
0,50,17,0,1,0,42907.9,44758.1,0,0,39898.6
0,37,17,0,1,0,42712,43862.9,0,0,31032.3
0,48,17,0,1,0,42294.7,41177.4,0,0,41376.3
0,48,12,0,1,0,42124.2,42967.7,0,0,36943.2
0,48,12,0,1,0,42124.2,42967.7,0,0,36943.2
0,36,14,0,1,0,42124.2,42072.6,0,0,41376.3
0,47,16,0,1,0,42124.2,41177.4,0,0,44331.8
0,50,17,0,1,0,42124.2,0,0,1,70930.9
0,33,13,0,1,0,41732.4,47264.5,0,0,51073.2
0,51,16,0,1,0,41144.6,44758.1,0,0,48765
0,30,16,0,1,0,41144.6,42967.7,0,0,47287.3
0,33,16,0,1,0,41144.6,42967.7,0,0,41080.8
0,53,12,0,1,0,41144.6,42967.7,0,0,39898.6
0,35,15,0,1,0,41144.6,39387.1,0,0,35465.4
0,52,12,0,1,0,41144.6,37596.8,0,0,36943.2
0,25,17,0,1,0,41144.6,35806.5,0,0,38420.9
0,46,14,0,1,0,41144.6,30256.5,0,0,35465.4
0,39,17,0,1,0,40752.7,0,0,1,0
0,27,17,0,0,0,40165,41177.4,0,0,44331.8
0,38,17,0,1,0,39185.3,48338.7,0,0,47287.3
0,44,17,0,1,0,39185.3,44758.1,0,0,51720.4
0,27,17,0,1,0,39185.3,44758.1,0,0,29554.5
0,32,12,0,1,0,39185.3,42967.7,0,0,41376.3
0,31,16,0,1,0,39185.3,42967.7,0,0,76841.8
0,45,14,0,1,0,39185.3,42538.1,0,0,36943.2
0,40,17,0,1,0,39185.3,41177.4,0,0,33987.7
0,40,17,0,1,0,39185.3,41177.4,0,0,33987.7
0,33,16,0,1,0,39185.3,39387.1,0,0,44331.8
0,47,16,0,1,0,39185.3,39387.1,0,0,38420.9
0,34,16,0,1,0,39185.3,37596.8,0,0,39898.6
0,42,16,0,1,0,39185.3,37596.8,0,0,47287.3
0,54,15,0,1,0,39185.3,37471.5,0,0,39304.6
0,43,12,0,1,0,39185.3,36701.6,0,0,45809.5
0,42,14,0,1,0,39185.3,36701.6,0,0,39898.6
0,46,16,0,1,0,39185.3,35806.5,0,0,36943.2
0,44,14,0,1,0,39185.3,35806.5,0,0,35465.4
0,53,16,0,1,0,39185.3,35806.5,0,0,51720.4
0,49,12,0,1,0,39185.3,35806.5,0,0,33987.7
0,50,16,0,0,0,39185.3,35806.5,0,0,40637.5
0,52,15,0,1,0,39185.3,35806.5,0,0,38420.9
0,31,17,0,1,0,39185.3,33121,0,0,47287.3
0,46,17,0,1,0,39185.3,31330.6,0,0,31298.2
0,35,17,0,1,0,39185.3,30435.5,0,0,33426.2
0,35,17,0,1,0,39185.3,30435.5,0,0,33426.2
0,39,12,0,1,0,39185.3,24169.4,0,0,23643.6
0,36,12,0,1,0,39185.3,15217.7,0,0,16255
0,25,16,0,0,0,39185.3,0,0,1,23389.5
0,33,16,0,1,0,38597.6,41177.4,0,0,42854.1
0,46,16,0,1,0,38597.6,37596.8,0,0,48765
0,46,16,0,1,0,38597.6,37596.8,0,0,48765
0,27,13,0,1,0,38401.6,34016.1,0,0,11128.8
0,39,12,0,1,0,38205.7,39387.1,0,0,43740.7
0,50,16,0,1,0,38205.7,34911.3,0,0,33987.7
0,31,17,0,1,0,38009.8,36705.2,0,0,42854.1
0,47,17,0,1,0,37343.6,28906.5,0,0,35732.9
0,47,17,0,1,0,37343.6,28906.5,0,0,35732.9
0,38,14,0,1,0,37226.1,50129,0,0,44331.8
0,32,17,0,1,0,37226.1,46548.4,0,0,25121.4
0,29,12,0,1,0,37226.1,39924.2,0,0,27918.7
0,50,12,0,1,0,37226.1,39029,0,0,36943.2
0,51,12,0,1,0,37226.1,38939.5,0,0,35465.4
0,37,13,0,1,0,37226.1,37596.8,0,0,39529.2
0,44,17,0,1,0,37226.1,37596.8,0,0,36204.3
0,28,17,0,1,0,37226.1,37507.3,0,0,38420.9
0,36,13,0,0,0,37226.1,36150.2,0,0,44308.2
0,52,12,0,1,0,37226.1,35831.5,0,0,48765
0,35,17,0,1,0,37226.1,35806.5,0,0,39898.6
0,28,16,0,1,0,37226.1,34016.1,0,0,35465.4
0,26,17,0,1,0,37226.1,34016.1,0,0,44331.8
0,36,17,0,1,0,37226.1,33300,0,0,39603.1
0,44,17,0,1,0,37226.1,32075.4,0,0,37386.5
0,29,14,0,0,0,37226.1,27284.5,0,0,36943.2
0,26,12,0,1,0,37226.1,25959.7,0,0,26599.1
0,31,14,0,1,0,37226.1,17903.2,0,0,25860.2
0,43,17,0,1,0,37226.1,16650,0,0,30441.2
0,34,14,0,1,0,36834.2,0,0,1,0
0,32,17,0,1,0,36640.2,34016.1,0,0,57631.3
0,33,15,0,1,0,36246.4,34213.1,0,0,35465.4
0,47,17,0,1,0,36246.4,34016.1,0,0,35465.4
0,47,12,0,1,0,36246.4,31796.1,0,0,42854.1
0,48,12,0,1,0,36246.4,31330.6,0,0,32510
0,27,16,0,1,0,36246.4,28192.2,0,0,40903.5
0,27,16,0,1,0,36246.4,0,0,1,0
0,37,14,0,1,0,36197.5,29361.3,0,0,21870.4
0,50,17,0,1,0,36050.5,37596.8,0,0,13299.5
0,45,12,0,1,0,35756.6,31509.7,0,0,27377.8
0,53,13,0,1,0,35658.7,35806.5,0,0,35465.4
0,33,12,0,1,0,35658.7,34016.1,0,0,32510
0,41,16,0,1,0,35582.2,34016.1,0,0,42854.1
0,41,16,0,1,0,35582.2,34016.1,0,0,42854.1
0,33,16,0,1,0,35266.8,85935.5,0,0,96052.2
0,27,12,0,1,0,35266.8,53888.7,0,0,14777.3
0,40,16,0,1,0,35266.8,44758.1,0,0,56153.6
0,51,12,0,1,0,35266.8,44758.1,0,0,0
0,31,16,0,1,0,35266.8,41177.4,0,0,35465.4
0,47,12,0,1,0,35266.8,40103.2,0,0,42263
0,34,16,0,1,0,35266.8,39387.1,0,0,41671.9
0,45,12,0,1,0,35266.8,38366.6,0,0,38420.9
0,29,14,0,1,0,35266.8,37596.8,0,0,45809.5
0,40,16,0,1,0,35266.8,35806.5,0,0,36943.2
0,40,16,0,1,0,35266.8,35806.5,0,0,36943.2
0,34,12,0,1,0,35266.8,35806.5,0,0,36943.2
0,35,16,0,1,0,35266.8,34016.1,0,0,40489.7
0,34,16,0,1,0,35266.8,34016.1,0,0,35465.4
0,28,15,0,1,0,35266.8,34016.1,0,0,35465.4
0,46,14,0,1,0,35266.8,33121,0,0,33987.7
0,32,12,0,1,0,35266.8,32225.8,0,0,33987.7
0,55,12,0,1,0,35266.8,32225.8,0,0,25860.2
0,49,12,0,1,0,35266.8,32225.8,0,0,47287.3
0,31,17,0,1,0,35266.8,31806.9,0,0,62064.5
0,35,12,0,1,0,35266.8,26854.8,0,0,32510
0,35,12,0,1,0,35266.8,26854.8,0,0,32510
0,29,14,0,1,0,35266.8,16112.9,0,0,20688.2
0,32,12,0,0,0,35070.9,32225.8,0,0,27337.9
0,32,14,0,1,0,34874.9,35788.5,0,0,41376.3
0,34,12,0,1,0,34731.9,30435.5,0,0,39898.6
0,34,13,0,1,0,34483.1,31509.7,0,0,33396.6
0,27,17,0,1,0,34287.2,37596.8,0,0,39307.5
0,45,12,0,1,0,34287.2,35806.5,0,0,31032.3
0,37,17,0,1,0,34287.2,35806.5,0,0,41376.3
0,26,16,0,1,0,34287.2,32225.8,0,0,36943.2
0,53,16,0,1,0,34287.2,28645.2,0,0,22165.9
0,29,12,0,1,0,34287.2,26541.5,0,0,39159.8
0,33,15,0,1,0,34091.2,34016.1,0,0,33248.8
0,44,12,0,1,0,34091.2,32046.8,0,0,35465.4
0,35,16,0,1,0,34091.2,26854.8,0,0,31032.3
0,52,12,0,1,0,33895.3,47622.6,0,0,39012
0,26,14,0,1,0,33503.5,36032,0,0,34559.6
0,28,16,0,1,0,33307.5,39387.1,0,0,34726.6
0,39,12,0,1,0,33307.5,39387.1,0,0,28076.8
0,53,15,0,1,0,33307.5,37596.8,0,0,38420.9
0,42,14,0,1,0,33307.5,37596.8,0,0,48765
0,52,12,0,1,0,33307.5,34171.9,0,0,28667.9
0,29,17,0,1,0,33307.5,34016.1,0,0,26980.3
0,34,12,0,1,0,33307.5,34016.1,0,0,32510
0,42,13,0,1,0,33307.5,33121,0,0,44331.8
0,36,12,0,1,0,33307.5,33121,0,0,33987.7
0,34,12,0,1,0,33307.5,32583.9,0,0,31032.3
0,53,12,0,1,0,33307.5,32225.8,0,0,33544.4
0,30,12,0,1,0,33307.5,32046.8,0,0,37682
0,33,17,0,1,0,33307.5,31867.7,0,0,35465.4
0,25,14,0,1,0,33307.5,31330.6,0,0,35761
0,38,12,0,1,0,33307.5,31330.6,0,0,31771.1
0,52,16,0,1,0,33307.5,30793.5,0,0,28815.7
0,27,16,0,1,0,33307.5,30435.5,0,0,0
0,36,12,0,1,0,33307.5,30435.5,0,0,41376.3
0,50,17,0,1,0,33307.5,30435.5,0,0,25860.2
0,36,12,0,1,0,33307.5,30435.5,0,0,31032.3
0,49,14,0,1,0,33307.5,30435.5,0,0,29554.5
0,49,12,0,1,0,33307.5,28645.2,0,0,32580.9
0,36,13,0,1,0,33307.5,28645.2,0,0,28372.4
0,48,16,0,1,0,33307.5,26058.1,0,0,31918.9
0,48,16,0,1,0,33307.5,26058.1,0,0,31918.9
0,47,12,0,1,0,32915.7,27750,0,0,18914.9
0,47,12,0,1,0,32915.7,27750,0,0,18914.9
0,53,12,0,1,0,32868.7,31509.7,0,0,18914.9
0,44,14,0,1,0,32719.8,29540.3,0,0,26952.3
0,50,14,0,1,0,32602.2,27889.6,0,0,27314.3
0,22,14,0,1,0,32327.9,41177.4,0,0,32510
0,34,17,0,1,0,32327.9,34016.1,0,0,33987.7
0,43,12,0,0,0,32327.9,33479,0,0,33987.7
0,38,17,0,0,0,32327.9,32225.8,0,0,43297.4
0,31,12,0,1,0,32327.9,32225.8,0,0,32510
0,32,12,0,1,0,32327.9,32225.8,0,0,32510
0,27,16,0,1,0,32327.9,32225.8,0,0,39159.8
0,28,13,0,1,0,32327.9,31688.7,0,0,40637.5
0,43,14,0,1,0,32327.9,31420.2,0,0,31032.3
0,41,16,0,1,0,32327.9,31330.6,0,0,0
0,26,16,0,1,0,32327.9,27750,0,0,32510
0,27,17,0,1,0,32327.9,25064.5,0,0,36943.2
0,49,14,0,1,0,32327.9,14322.6,0,0,24530.3
0,34,17,0,0,0,32132,44758.1,0,0,9161.9
0,45,16,0,0,0,32132,31330.6,0,0,31401.7
0,43,16,0,1,0,32132,31330.6,0,0,33987.7
0,26,14,0,1,0,32132,29898.4,0,0,28032.5
0,38,17,0,0,0,31936,33300,0,0,33806
0,29,16,0,1,0,31936,26640,0,0,24825.8
0,32,14,0,1,0,31818.5,31330.6,0,0,70930.9
0,46,12,0,1,0,31740.1,25780.6,0,0,17437.2
0,35,14,0,1,0,31348.3,36630,0,0,42854.1
0,44,13,0,1,0,31348.3,35806.5,0,0,36943.2
0,51,16,0,1,0,31348.3,35448.4,0,0,44331.8
0,47,14,0,1,0,31348.3,34016.1,0,0,25150.9
0,31,14,0,1,0,31348.3,34016.1,0,0,38986.9
0,42,17,0,1,0,31348.3,32762.9,0,0,39159.8
0,39,14,0,1,0,31348.3,32569.5,0,0,31020.4
0,42,16,0,1,0,31348.3,32225.8,0,0,32214.4
0,53,16,0,1,0,31348.3,32225.8,0,0,32510
0,52,12,0,0,0,31348.3,32225.8,0,0,32510
0,40,12,0,1,0,31348.3,31330.6,0,0,27633.5
0,52,17,0,1,0,31348.3,31293,0,0,32510
0,44,16,0,1,0,31348.3,30435.5,0,0,33987.7
0,41,16,0,1,0,31348.3,30435.5,0,0,20688.2
0,44,16,0,1,0,31348.3,30435.5,0,0,19210.4
0,47,17,0,0,0,31348.3,29540.3,0,0,29259
0,48,17,0,1,0,31348.3,29540.3,0,0,32951.8
0,32,17,0,1,0,31348.3,28645.2,0,0,28076.8
0,31,12,0,1,0,31348.3,28645.2,0,0,27337.9
0,26,16,0,1,0,31348.3,28645.2,0,0,35465.4
0,53,17,0,1,0,31348.3,28645.2,0,0,27929
0,25,17,0,1,0,31348.3,28249.5,0,0,35561.5
0,39,14,0,1,0,31348.3,27750,0,0,47287.3
0,39,14,0,1,0,31348.3,27750,0,0,47287.3
0,45,12,0,1,0,31348.3,27391.9,0,0,25564.7
0,45,12,0,1,0,31348.3,27391.9,0,0,25564.7
0,31,17,0,1,0,31348.3,26854.8,0,0,32510
0,24,15,0,1,0,31348.3,26854.8,0,0,26599.1
0,51,17,0,1,0,31348.3,0,0,1,88663.6
0,27,15,0,1,0,31152.3,34016.1,0,0,43001.8
0,25,15,0,1,0,30956.4,41177.4,0,0,35465.4
0,49,17,0,1,0,30956.4,31867.7,0,0,35465.4
0,37,17,0,1,0,30956.4,30435.5,0,0,27939.4
0,48,14,0,1,0,30895.7,34732.3,0,0,32510
0,48,12,0,1,0,30860.4,29270,0,0,34753.2
0,39,12,0,1,0,30760.5,32583.9,0,0,34726.6
0,28,12,0,1,0,30760.5,28824.2,0,0,39898.6
0,27,16,0,1,0,30760.5,26317.7,0,0,25860.2
0,27,12,0,1,0,30760.5,25064.5,0,0,31908.5
0,26,12,0,1,0,30564.6,39387.1,0,0,39898.6
0,32,12,0,1,0,30564.6,35806.5,0,0,23052.5
0,28,12,0,1,0,30564.6,32941.9,0,0,36204.3
0,35,16,0,1,0,30564.6,29540.3,0,0,37120.5
0,39,16,0,0,0,30564.6,28645.2,0,0,33987.7
0,30,12,0,1,0,30564.6,26854.8,0,0,14777.3
0,34,12,0,1,0,30564.6,24885.5,0,0,24678
0,43,12,0,1,0,30564.6,23811.3,0,0,31032.3
0,43,12,0,1,0,30564.6,23811.3,0,0,31032.3
0,37,14,0,1,0,30368.6,44758.1,0,0,81275
0,37,14,0,1,0,30368.6,44758.1,0,0,81275
0,27,16,0,0,0,30368.6,31330.6,0,0,36943.2
0,29,15,0,0,0,30368.6,28645.2,0,0,44331.8
0,32,14,0,1,0,30368.6,24169.4,0,0,22165.9
0,47,12,0,1,0,30368.6,23274.2,0,0,25860.2
0,22,14,0,1,0,30368.6,20588.7,0,0,27485.7
0,37,14,0,1,0,30108.1,26854.8,0,0,26554.7
0,47,12,0,1,0,30074.7,33312.5,0,0,15072.8
0,47,12,0,1,0,30074.7,33312.5,0,0,15072.8
0,27,16,0,1,0,29976.8,30793.5,0,0,51720.4
0,28,12,0,1,0,29976.8,0,0,1,0
0,24,12,0,1,0,29780.9,30883.1,0,0,32510
0,31,12,0,1,0,29584.9,26854.8,0,0,29554.5
0,35,12,0,1,0,29422.3,28645.2,0,0,29554.5
0,34,12,0,1,0,29389,42967.7,0,0,31032.3
0,28,12,0,1,0,29389,41177.4,0,0,47287.3
0,31,14,0,1,0,29389,35806.5,0,0,56153.6
0,25,14,0,1,0,29389,35806.5,0,0,33839.9
0,31,12,0,1,0,29389,35806.5,0,0,39159.8
0,28,14,0,0,0,29389,35448.4,0,0,33987.7
0,36,17,0,1,0,29389,34911.3,0,0,32510
0,26,17,0,1,0,29389,32225.8,0,0,35465.4
0,34,17,0,1,0,29389,32225.8,0,0,32672.5
0,37,17,0,1,0,29389,31330.6,0,0,33987.7
0,34,17,0,1,0,29389,31330.6,0,0,25712.4
0,34,12,0,1,0,29389,30793.5,0,0,31180
0,34,12,0,1,0,29389,30793.5,0,0,31180
0,42,12,0,1,0,29389,30437.3,0,0,26008
0,33,17,0,1,0,29389,30435.5,0,0,19210.4
0,33,17,0,1,0,29389,30435.5,0,0,31032.3
0,26,14,0,0,0,29389,30435.5,0,0,29554.5
0,43,14,0,0,0,29389,30435.5,0,0,29554.5
0,50,13,0,1,0,29389,29540.3,0,0,28076.8
0,26,16,0,1,0,29389,28645.2,0,0,35022.1
0,26,12,0,1,0,29389,28645.2,0,0,33987.7
0,53,12,0,1,0,29389,28645.2,0,0,29554.5
0,35,17,0,1,0,29389,28645.2,0,0,28076.8
0,34,12,0,1,0,29389,27912.9,0,0,11821.8
0,33,16,0,1,0,29389,27750,0,0,96052.2
0,46,12,0,1,0,29389,27033.9,0,0,27781.3
0,46,12,0,1,0,29389,27033.9,0,0,27781.3
0,53,12,0,1,0,29389,26854.8,0,0,26599.1
0,38,12,0,1,0,29389,26854.8,0,0,31032.3
0,28,12,0,1,0,29389,26854.8,0,0,35465.4
0,38,12,0,1,0,29389,26496.8,0,0,30191.4
0,29,12,0,1,0,29389,25959.7,0,0,35465.4
0,46,12,0,1,0,29389,24214.1,0,0,33987.7
0,21,12,0,1,0,29389,24169.4,0,0,28815.7
0,48,16,0,1,0,29389,23274.2,0,0,0
0,42,12,0,1,0,29389,22379,0,0,28490.6
0,28,17,0,1,0,29389,21483.9,0,0,19210.4
0,47,17,0,1,0,29389,20230.6,0,0,42410.8
0,41,13,0,0,0,29389,0,0,1,30293.4
0,26,12,0,1,0,29330.2,28287.1,0,0,38420.9
0,24,12,0,1,0,29193.1,21304.8,0,0,19243
0,55,12,0,1,0,29101,26409,0,0,29369.8
0,55,12,0,1,0,29101,26409,0,0,29369.8
0,29,16,0,1,0,28899.2,29540.3,0,0,0
0,54,12,0,1,0,28889.4,35806.5,0,0,31032.3
0,43,16,0,1,0,28801.2,27929,0,0,26953.7
0,28,12,0,1,0,28605.3,20588.7,0,0,34135.5
0,45,12,0,1,0,28589.6,28263.8,0,0,29259
0,34,16,0,1,0,28409.4,32583.9,0,0,35465.4
0,27,14,0,1,0,28409.4,32225.8,0,0,39898.6
0,29,16,0,1,0,28409.4,32225.8,0,0,42854.1
0,25,14,0,1,0,28409.4,30435.5,0,0,10935.2
0,25,16,0,1,0,28409.4,29540.3,0,0,32510
0,31,16,0,1,0,28409.4,28915.5,0,0,32510
0,39,14,0,1,0,28409.4,28645.2,0,0,31032.3
0,29,14,0,1,0,28409.4,21125.8,0,0,23348.1
0,55,12,0,1,0,28213.4,33206.9,0,0,31771.1
0,53,12,0,1,0,28213.4,26854.8,0,0,0
0,28,17,0,1,0,28213.4,25422.6,0,0,26451.3
0,28,17,0,1,0,28017.5,31151.6,0,0,31032.3
0,25,12,0,1,0,28017.5,31062.1,0,0,28076.8
0,41,12,0,1,0,28017.5,30435.5,0,0,32510
0,28,12,0,1,0,28017.5,29540.3,0,0,32510
0,34,14,0,1,0,28017.5,26854.8,0,0,36943.2
0,33,12,0,1,0,28017.5,25422.6,0,0,22757
0,26,17,0,1,0,27843.1,28645.2,0,0,49651.6
0,43,12,0,1,0,27821.6,28645.2,0,0,32510
0,24,17,0,0,0,27821.6,27571,0,0,32510
0,27,12,0,0,0,27821.6,27212.9,0,0,32510
0,32,16,0,1,0,27625.7,29540.3,0,0,33987.7
0,38,14,0,1,0,27429.7,68032.3,0,0,26599.1
0,33,13,0,1,0,27429.7,41177.4,0,0,38420.9
0,25,14,0,0,0,27429.7,32225.8,0,0,31032.3
0,21,12,0,1,0,27429.7,30435.5,0,0,31978
0,36,16,0,0,0,27429.7,30256.5,0,0,30736.7
0,38,14,0,1,0,27429.7,29046.2,0,0,27929
0,37,12,0,1,0,27429.7,28645.2,0,0,0
0,37,12,0,1,0,27429.7,28645.2,0,0,0
0,43,12,0,1,0,27429.7,28645.2,0,0,25121.4
0,51,16,0,1,0,27429.7,28645.2,0,0,28076.8
0,51,16,0,1,0,27429.7,28645.2,0,0,28076.8
0,27,17,0,1,0,27429.7,27750,0,0,26599.1
0,40,12,0,1,0,27429.7,27008.8,0,0,25440.5
0,45,12,0,1,0,27429.7,26854.8,0,0,25121.4
0,28,12,0,1,0,27429.7,26854.8,0,0,22165.9
0,49,12,0,1,0,27429.7,26854.8,0,0,26599.1
0,44,13,0,1,0,27429.7,26774.3,0,0,35465.4
0,26,12,0,1,0,27429.7,26496.8,0,0,32510
0,33,12,0,1,0,27429.7,25959.7,0,0,27846.3
0,33,14,0,1,0,27429.7,25959.7,0,0,24382.5
0,30,14,0,1,0,27429.7,25780.6,0,0,31032.3
0,54,13,0,1,0,27429.7,25422.6,0,0,24382.5
0,28,16,0,1,0,27429.7,25064.5,0,0,31032.3
0,26,15,0,1,0,27429.7,25064.5,0,0,28815.7
0,32,12,0,1,0,27429.7,25064.5,0,0,16255
0,30,17,0,1,0,27429.7,25064.5,0,0,20688.2
0,31,12,0,1,0,27429.7,22379,0,0,0
0,24,16,0,0,0,27429.7,22200,0,0,25712.4
0,29,14,0,1,0,27429.7,22099.7,0,0,29644.7
0,25,12,0,1,0,27429.7,21483.9,0,0,28520.1
0,28,13,0,1,0,27429.7,20588.7,0,0,23578.6
0,31,17,0,1,0,27429.7,0,0,1,0
0,46,12,0,1,0,27233.8,28645.2,0,0,28076.8
0,34,13,0,1,0,27233.8,25064.5,0,0,31032.3
0,43,12,0,1,0,27233.8,25064.5,0,0,29554.5
0,22,12,0,1,0,27233.8,14322.6,0,0,32510
0,52,12,0,1,0,27220.1,24706.5,0,0,32510
0,33,17,0,1,0,27037.9,31867.7,0,0,28815.7
0,29,17,0,0,0,27037.9,29182.3,0,0,26599.1
0,28,17,0,1,0,27037.9,27750,0,0,51720.4
0,50,12,0,1,0,27037.9,26854.8,0,0,27337.9
0,48,12,0,1,0,27037.9,25064.5,0,0,23643.6
0,25,13,0,1,0,26996.7,28197.6,0,0,22165.9
0,42,17,0,1,0,26842,31330.6,0,0,36943.2
0,27,16,0,1,0,26842,22200,0,0,19210.4
0,29,12,0,1,0,26842,20588.7,0,0,42854.1
0,31,12,0,1,0,26842,6982.26,0,0,17732.7
0,31,12,0,1,0,26842,6982.26,0,0,17732.7
0,27,12,0,1,0,26646,29540.3,0,0,35465.4
0,29,15,0,1,0,26646,19693.5,0,0,32510
0,29,17,0,0,0,26614.7,28503.7,0,0,29315.1
0,50,12,0,1,0,26450.1,30077.4,0,0,26599.1
0,30,16,0,1,0,26450.1,28197.6,0,0,29554.5
0,39,12,0,1,0,26450.1,27750,0,0,6354.22
0,30,15,0,1,0,26450.1,27571,0,0,29554.5
0,42,16,0,1,0,26450.1,27499.4,0,0,29554.5
0,29,15,0,1,0,26450.1,27250.5,0,0,28815.7
0,28,12,0,1,0,26450.1,26858.4,0,0,29480.6
0,40,16,0,1,0,26450.1,26854.8,0,0,32421.3
0,40,16,0,1,0,26450.1,26854.8,0,0,32421.3
0,28,16,0,1,0,26450.1,26854.8,0,0,29554.5
0,25,12,0,1,0,26450.1,26836.9,0,0,35465.4
0,46,14,0,1,0,26450.1,26496.8,0,0,29554.5
0,47,13,0,1,0,26450.1,25959.7,0,0,26625.7
0,44,12,0,1,0,26450.1,25959.7,0,0,26746.9
0,53,12,0,1,0,26450.1,25064.5,0,0,26008
0,55,12,0,1,0,26450.1,23990.3,0,0,29554.5
0,22,12,0,0,0,26450.1,23274.2,0,0,19210.4
0,46,16,0,1,0,26293.4,65160.6,0,0,17732.7
0,46,16,0,1,0,26293.4,65160.6,0,0,17732.7
0,27,17,0,0,0,26254.2,29540.3,0,0,31032.3
0,25,12,0,0,0,26254.2,21483.9,0,0,26599.1
0,50,12,0,1,0,26254.2,0,0,1,0
0,30,16,0,1,0,26058.2,28645.2,0,0,29259
0,26,16,0,0,0,25862.3,31790.8,0,0,15646.2
0,49,12,0,1,0,25862.3,28645.2,0,0,26599.1
0,45,14,0,1,0,25862.3,28645.2,0,0,26599.1
0,46,12,0,1,0,25862.3,23274.2,0,0,35465.4
0,26,16,0,1,0,25862.3,22379,0,0,35465.4
0,51,12,0,1,0,25862.3,20588.7,0,0,24825.8
0,34,16,0,1,0,25862.3,0,0,1,0
0,40,12,0,1,0,25707.5,20409.7,0,0,23052.5
0,29,16,0,1,0,25666.4,28287.1,0,0,35465.4
0,28,17,0,1,0,25607.6,18091.2,0,0,22165.9
0,51,12,0,1,0,25470.5,32225.8,0,0,29554.5
0,30,17,0,1,0,25470.5,31330.6,0,0,38420.9
0,44,17,0,1,0,25470.5,30435.5,0,0,21427
